"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEFIP","COUNTYFIP","STRATA","GQ","PERNUM","PERWT","SEX","AGE","BPL","BPLD","CITIZEN","YRNATUR","YRSUSA1","OCC","INCTOT","INCWAGE","category"
2020,202001,829575,2020000251344,420,2020008295751,39,113,460339,1,2,501,1,44,600,60032,2,2010,19,4850,12000,0,"Sales and Related Occupations:"
2020,202001,829575,2020000251344,420,2020008295751,39,113,460339,1,3,617,2,20,600,60032,3,9999,3,8990,13000,13000,"Production, Transportation, and Material Moving Occupations"
2020,202001,829605,2020000252467,101,2020008296051,39,113,460439,1,1,101,1,67,426,42600,2,1993,41,700,126500,120000,"Management, Business and Financial Operations"
2020,202001,829606,2020000252475,72,2020008296061,39,35,90239,1,1,72,1,53,453,45300,1,9999,51,5510,25000,25000,"Office and Administrative Support Occupations:"
2020,202001,829613,2020000252594,97,2020008296131,39,61,550239,1,2,124,2,49,500,50000,2,2000,26,2300,43680,43400,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829618,2020000252736,176,2020008296181,39,35,90539,1,1,176,2,31,600,60066,3,9999,11,4030,15000,15000,"Service Occupations"
2020,202001,829618,2020000252736,176,2020008296181,39,35,90539,1,2,127,1,40,600,60066,2,2006,19,4230,30000,30000,"Service Occupations"
2020,202001,829618,2020000252736,176,2020008296181,39,35,90539,1,3,113,1,13,600,60066,2,2010,11,0,9999999,999999,NA
2020,202001,829618,2020000252736,176,2020008296181,39,35,90539,1,8,128,1,39,600,60066,2,2010,19,8300,19200,19200,"Production, Transportation, and Material Moving Occupations"
2020,202001,829635,2020000253310,66,2020008296351,39,57,470039,1,1,66,1,49,521,52100,2,2010,15,3220,60000,60000,"Healthcare Practitioners and Technical Occupations"
2020,202001,829635,2020000253310,66,2020008296351,39,57,470039,1,2,84,2,45,521,52100,2,2010,15,3258,98000,98000,"Healthcare Practitioners and Technical Occupations"
2020,202001,829652,2020000253614,87,2020008296521,39,93,80139,1,2,112,2,39,515,51500,2,2013,13,3255,30000,30000,"Healthcare Practitioners and Technical Occupations"
2020,202001,829653,2020000253633,102,2020008296531,39,61,550339,1,1,102,1,44,600,60032,2,2018,21,6330,51700,50000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,829656,2020000253683,71,2020008296561,39,103,190039,1,3,72,1,29,300,30050,2,1993,27,5940,35000,35000,"Office and Administrative Support Occupations:"
2020,202001,829662,2020000253863,65,2020008296621,39,49,410139,1,2,59,2,53,200,20000,3,9999,3,52,45000,31200,"Management, Business and Financial Operations"
2020,202001,829662,2020000253863,65,2020008296621,39,49,410139,1,5,66,1,18,410,41000,3,9999,3,7340,4000,3000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,829662,2020000253863,65,2020008296621,39,49,410139,1,6,77,2,16,410,41000,3,9999,3,4220,400,400,"Service Occupations"
2020,202001,829686,2020000254789,526,2020008296861,39,0,560039,1,1,526,2,52,420,42000,1,9999,52,0,0,0,NA
2020,202001,829693,2020000254908,150,2020008296931,39,57,470039,1,1,150,2,38,410,41000,2,2011,17,9810,89000,89000,"Production, Transportation, and Material Moving Occupations"
2020,202001,829702,2020000255025,140,2020008297021,39,0,210039,1,2,140,1,54,700,70010,3,9999,9,9005,60000,60000,"Production, Transportation, and Material Moving Occupations"
2020,202001,829714,2020000255455,74,2020008297141,39,153,180139,1,1,74,1,46,515,51500,1,9999,47,110,141500,135000,"Management, Business and Financial Operations"
2020,202001,829717,2020000255583,107,2020008297171,39,35,90839,1,1,107,1,81,260,26030,2,2000,42,0,29900,0,NA
2020,202001,829727,2020000255873,110,2020008297271,39,0,350039,1,1,110,2,64,515,51500,3,9999,39,5300,31300,0,"Office and Administrative Support Occupations:"
2020,202001,829729,2020000255946,100,2020008297291,39,153,180239,1,1,100,1,30,521,52120,2,2016,11,8990,33000,33000,"Production, Transportation, and Material Moving Occupations"
2020,202001,829729,2020000255946,100,2020008297291,39,153,180239,1,2,76,2,31,521,52120,2,2017,9,8990,33000,28000,"Production, Transportation, and Material Moving Occupations"
2020,202001,829741,2020000256161,65,2020008297411,39,103,190039,1,2,86,2,54,501,50100,3,9999,27,2861,21600,18000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829747,2020000256259,145,2020008297471,39,49,410539,1,1,145,2,28,500,50000,3,9999,10,1006,39000,39000,"Computer and Mathematical Occupations"
2020,202001,829760,2020000256639,64,2020008297601,39,169,200039,1,1,64,1,43,456,45600,2,2020,14,1410,80000,80000,"Computer and Mathematical Occupations"
2020,202001,829760,2020000256639,64,2020008297601,39,169,200039,1,2,74,2,38,457,45700,2,2019,4,630,16000,16000,"Management, Business and Financial Operations"
2020,202001,829806,2020000257595,163,2020008298061,39,49,410139,1,1,163,2,60,300,30025,2,2016,34,0,0,0,NA
2020,202001,829806,2020000257595,163,2020008298061,39,49,410139,1,2,148,1,60,300,30025,3,9999,41,7200,39000,0,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,829810,2020000257697,70,2020008298101,39,35,90239,1,1,70,1,73,456,45600,2,1984,42,2360,105300,70000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829810,2020000257697,70,2020008298101,39,35,90239,1,2,75,2,64,515,51500,2,1984,42,10,75000,75000,"Management, Business and Financial Operations"
2020,202001,829810,2020000257697,70,2020008298101,39,35,90239,1,3,84,2,42,456,45600,2,1984,42,2100,70000,70000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829865,2020000259247,128,2020008298651,39,35,91039,1,1,128,1,42,521,52100,2,2019,10,1650,88000,87000,"Computer and Mathematical Occupations"
2020,202001,829865,2020000259247,128,2020008298651,39,35,91039,1,2,99,2,39,521,52100,2,2019,10,4600,4400,4400,"Service Occupations"
2020,202001,829866,2020000259252,159,2020008298661,39,0,230039,1,2,161,1,34,434,43400,3,9999,3,9142,40000,20000,"Production, Transportation, and Material Moving Occupations"
2020,202001,829872,2020000259489,115,2020008298721,39,0,310039,1,2,155,2,44,518,51800,2,2007,18,4521,21000,21000,"Service Occupations"
2020,202001,829875,2020000259543,24,2020008298751,39,35,90239,1,1,24,2,94,465,46530,2,1977,58,0,17600,0,NA
2020,202001,829887,2020000259958,335,2020008298871,39,41,400039,1,1,335,1,50,600,60045,1,9999,36,2205,348000,2e+05,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829887,2020000259958,335,2020008298871,39,41,400039,1,2,386,2,49,300,30015,2,1998,28,2205,112000,70000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829887,2020000259958,335,2020008298871,39,41,400039,1,4,319,2,19,600,60094,1,9999,14,2545,2500,2500,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,829895,2020000260166,253,2020008298951,39,0,240039,1,1,253,1,45,210,21030,3,9999,26,7840,49600,49600,"Production, Transportation, and Material Moving Occupations"
2020,202001,829895,2020000260166,253,2020008298951,39,0,240039,1,2,307,2,37,210,21030,3,9999,14,440,24700,24700,"Management, Business and Financial Operations"
2020,202001,829907,2020000260488,91,2020008299071,39,49,410339,1,1,91,2,73,453,45300,2,1956,70,0,22200,0,NA
2020,202001,829921,2020000260994,60,2020008299211,39,0,40039,1,2,97,2,72,518,51800,3,9999,45,0,14100,0,NA
2020,202001,829937,2020000261333,81,2020008299371,39,17,540139,1,1,81,1,47,420,42000,2,1998,37,5840,109010,109000,"Office and Administrative Support Occupations:"
2020,202001,829938,2020000261351,413,2020008299381,39,0,310039,1,1,413,1,60,433,43330,2,1995,60,410,50000,0,"Management, Business and Financial Operations"
2020,202001,829938,2020000261351,413,2020008299381,39,0,310039,1,2,436,2,58,150,15000,2,1974,54,0,0,0,NA
2020,202001,829947,2020000261635,110,2020008299471,39,35,90739,1,1,110,2,81,453,45300,2,1970,53,0,9400,0,NA
2020,202001,829959,2020000261861,81,2020008299591,39,113,460439,1,2,93,2,30,453,45300,1,9999,6,4710,50000,50000,"Sales and Related Occupations:"
2020,202001,829978,2020000262464,68,2020008299781,39,35,91039,1,1,68,1,46,150,15000,3,9999,44,440,105000,105000,"Management, Business and Financial Operations"
2020,202001,829978,2020000262464,68,2020008299781,39,35,91039,1,2,82,2,30,521,52100,2,2006,26,8740,50000,50000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830056,2020000264152,315,2020008300561,39,49,410839,1,1,315,2,31,600,60072,2,2012,14,8990,1000,1000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830089,2020000264988,51,2020008300891,39,0,350039,1,1,51,1,76,517,51700,2,1981,49,0,167300,0,NA
2020,202001,830089,2020000264988,51,2020008300891,39,0,350039,1,2,47,2,73,517,51700,2,1991,48,0,163300,0,NA
2020,202001,830091,2020000265036,270,2020008300911,39,153,180439,1,2,302,2,21,521,52100,1,9999,21,4010,0,0,"Service Occupations"
2020,202001,830106,2020000265427,255,2020008301061,39,61,550439,1,1,255,1,25,500,50000,3,9999,5,2640,0,0,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830130,2020000266089,157,2020008301301,39,49,411139,1,1,157,1,45,600,60026,3,9999,3,7950,41000,35000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830135,2020000266184,55,2020008301351,39,35,90639,1,1,55,2,84,300,30025,2,1978,50,0,7590,0,NA
2020,202001,830142,2020000266340,82,2020008301421,39,61,550439,1,1,82,2,27,500,50000,3,9999,1,2545,4500,4500,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830142,2020000266340,82,2020008301421,39,61,550439,1,2,78,1,27,465,46530,3,9999,8,2752,670,670,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830149,2020000266598,349,2020008301491,39,113,460139,1,1,349,2,25,453,45300,3,9999,5,0,0,0,NA
2020,202001,830157,2020000266791,98,2020008301571,39,0,40039,1,1,98,1,21,521,52100,3,9999,2,310,5800,5800,"Management, Business and Financial Operations"
2020,202001,830157,2020000266791,98,2020008301571,39,0,40039,1,2,86,1,25,300,30015,3,9999,1,2205,18000,18000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830157,2020000266791,98,2020008301571,39,0,40039,1,3,137,1,23,521,52100,3,9999,2,2545,8000,8000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830157,2020000266791,98,2020008301571,39,0,40039,1,4,107,1,21,521,52100,3,9999,2,1032,11000,11000,"Computer and Mathematical Occupations"
2020,202001,830168,2020000267084,79,2020008301681,39,0,150039,1,1,79,2,72,434,43400,1,9999,70,0,67000,0,NA
2020,202001,830170,2020000267126,683,2020008301701,39,49,410339,1,1,683,1,32,521,52100,2,2000,29,3090,50000,50000,"Healthcare Practitioners and Technical Occupations"
2020,202001,830170,2020000267126,683,2020008301701,39,49,410339,1,2,652,2,31,521,52100,2,2012,24,3090,50000,50000,"Healthcare Practitioners and Technical Occupations"
2020,202001,830173,2020000267182,91,2020008301731,39,153,180139,1,1,91,1,35,521,52100,3,9999,17,1108,95000,95000,"Computer and Mathematical Occupations"
2020,202001,830174,2020000267192,89,2020008301741,39,113,460439,1,1,89,2,71,411,41100,2,1993,52,7700,53030,0,"Production, Transportation, and Material Moving Occupations"
2020,202001,830175,2020000267207,161,2020008301751,39,49,410539,1,1,161,1,34,502,50200,3,9999,5,2205,0,0,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830175,2020000267207,161,2020008301751,39,49,410539,1,2,148,2,36,500,50040,3,9999,8,440,37400,37400,"Management, Business and Financial Operations"
2020,202001,830193,2020000267729,47,2020008301931,39,35,90139,1,2,52,2,66,433,43300,2,1964,64,0,13400,0,NA
2020,202001,830205,2020000268058,112,2020008302051,39,35,90539,1,1,112,1,62,600,60014,2,2004,23,9150,18800,18800,"Production, Transportation, and Material Moving Occupations"
2020,202001,830210,2020000268211,114,2020008302101,39,49,411039,1,1,114,2,25,200,20000,3,9999,20,4720,22900,22900,"Sales and Related Occupations:"
2020,202001,830210,2020000268211,114,2020008302101,39,49,411039,1,2,125,1,28,200,20000,3,9999,12,4030,0,0,"Service Occupations"
2020,202001,830211,2020000268225,53,2020008302111,39,0,70039,1,2,55,1,65,210,21070,2,1980,43,6355,106400,85000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,830215,2020000268371,133,2020008302151,39,133,170039,1,3,174,2,23,465,46500,2,1998,23,440,-60,0,"Management, Business and Financial Operations"
2020,202001,830220,2020000268595,61,2020008302201,39,35,90339,1,2,57,1,58,453,45300,1,9999,54,630,80000,80000,"Management, Business and Financial Operations"
2020,202001,830250,2020000269290,120,2020008302501,39,49,410639,1,3,92,2,47,200,20000,1,9999,25,0,0,0,NA
2020,202001,830287,2020000270427,154,2020008302871,39,113,460439,1,1,154,1,59,260,26044,2,2018,2,6260,48000,48000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,830301,2020000270843,63,2020008303011,39,165,530239,1,1,63,1,47,500,50000,3,9999,23,1021,122000,120000,"Computer and Mathematical Occupations"
2020,202001,830301,2020000270843,63,2020008303011,39,165,530239,1,2,87,2,46,500,50000,3,9999,21,5860,2400,0,"Office and Administrative Support Occupations:"
2020,202001,830324,2020000271318,108,2020008303241,39,61,550239,1,2,119,2,59,433,43300,2,1974,48,4030,30000,30000,"Service Occupations"
2020,202001,830326,2020000271351,76,2020008303261,39,35,91039,1,1,76,1,48,500,50000,3,9999,18,1760,127000,127000,"Computer and Mathematical Occupations"
2020,202001,830326,2020000271351,76,2020008303261,39,35,91039,1,2,96,2,47,500,50000,3,9999,18,1760,53000,53000,"Computer and Mathematical Occupations"
2020,202001,830345,2020000271789,64,2020008303451,39,35,90539,1,1,64,1,72,457,45730,2,1966,67,6442,20000,20000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,830395,2020000273302,80,2020008303951,39,35,90339,1,1,80,2,54,414,41400,2,2006,24,2205,60000,60000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830399,2020000273419,92,2020008303991,39,153,180339,1,1,92,1,26,210,21050,3,9999,8,6200,12000,12000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,830399,2020000273419,92,2020008303991,39,153,180339,1,3,85,2,4,210,21050,3,9999,1,0,9999999,999999,NA
2020,202001,830408,2020000273719,112,2020008304081,39,41,400039,1,1,112,1,40,521,52100,3,9999,9,1305,140000,140000,"Computer and Mathematical Occupations"
2020,202001,830408,2020000273719,112,2020008304081,39,41,400039,1,2,91,2,35,521,52100,3,9999,8,440,130000,130000,"Management, Business and Financial Operations"
2020,202001,830419,2020000273964,249,2020008304191,39,49,410639,1,1,249,1,63,518,51800,2,1994,31,7750,83000,63000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830419,2020000273964,249,2020008304191,39,49,410639,1,2,209,2,59,518,51800,2,2005,24,8310,17600,17600,"Production, Transportation, and Material Moving Occupations"
2020,202001,830420,2020000273987,122,2020008304201,39,0,280039,1,2,159,2,46,515,51500,2,2013,12,0,0,0,NA
2020,202001,830432,2020000274108,224,2020008304321,39,153,180339,1,1,224,1,55,501,50100,3,9999,4,6515,54000,54000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,830443,2020000274464,210,2020008304431,39,49,410539,1,1,210,1,35,521,52100,3,9999,2,1760,36400,36400,"Computer and Mathematical Occupations"
2020,202001,830443,2020000274464,210,2020008304431,39,49,410539,1,2,160,1,32,521,52100,3,9999,2,1650,48000,48000,"Computer and Mathematical Occupations"
2020,202001,830456,2020000274940,143,2020008304561,39,89,380039,1,1,143,1,62,600,60032,2,1990,32,9130,1e+05,0,"Production, Transportation, and Material Moving Occupations"
2020,202001,830456,2020000274940,143,2020008304561,39,89,380039,1,2,148,2,45,600,60032,2,2020,21,0,0,0,NA
2020,202001,830456,2020000274940,143,2020008304561,39,89,380039,1,3,226,1,23,600,60032,2,2014,3,5510,10000,10000,"Office and Administrative Support Occupations:"
2020,202001,830456,2020000274940,143,2020008304561,39,89,380039,1,8,227,2,20,600,60038,3,9999,1,0,0,0,NA
2020,202001,830464,2020000275200,76,2020008304641,39,7,130039,1,1,76,1,78,500,50040,2,1975,52,3090,161300,0,"Healthcare Practitioners and Technical Occupations"
2020,202001,830464,2020000275200,76,2020008304641,39,7,130039,1,2,66,2,79,502,50200,2,1975,52,5000,157000,0,"Office and Administrative Support Occupations:"
2020,202001,830486,2020000275881,118,2020008304861,39,49,410839,1,1,118,1,78,453,45300,2,1953,67,0,37000,0,NA
2020,202001,830487,2020000275925,123,2020008304871,39,0,140039,1,1,123,1,31,410,41000,1,9999,31,3802,34900,34900,"Service Occupations"
2020,202001,830495,2020000276030,87,2020008304951,39,35,90239,1,2,111,2,44,200,20000,3,9999,18,735,1e+05,80000,"Management, Business and Financial Operations"
2020,202001,830543,2020000277161,338,2020008305431,39,49,411039,1,1,338,2,35,600,60053,2,2016,9,3601,4160,360,"Service Occupations"
2020,202001,830544,2020000277162,106,2020008305441,39,61,550539,1,1,106,1,23,465,46500,2,2004,21,1021,30000,30000,"Computer and Mathematical Occupations"
2020,202001,830592,2020000278377,109,2020008305921,39,0,50039,1,4,119,2,20,500,50000,2,1999,21,3603,6000,6000,"Service Occupations"
2020,202001,830612,2020000278970,86,2020008306121,39,35,90639,1,2,74,1,45,260,26030,2,2014,9,8990,25000,25000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830647,2020000279884,363,2020008306471,39,49,410939,1,1,363,2,52,600,60053,2,2013,16,9620,6200,6200,"Production, Transportation, and Material Moving Occupations"
2020,202001,830647,2020000279884,363,2020008306471,39,49,410939,1,2,277,1,57,600,60053,2,2004,23,9610,78000,78000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830647,2020000279884,363,2020008306471,39,49,410939,1,3,346,1,16,600,60045,2,2014,16,2002,0,0,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830654,2020000280170,52,2020008306541,39,35,90439,1,1,52,2,87,455,45500,1,9999,73,0,15200,0,NA
2020,202001,830659,2020000280301,79,2020008306591,39,49,410139,1,1,79,1,52,600,60031,2,2004,22,440,115000,90000,"Management, Business and Financial Operations"
2020,202001,830659,2020000280301,79,2020008306591,39,49,410139,1,2,68,2,52,600,60031,2,2017,14,2014,44700,44700,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830676,2020000280636,57,2020008306761,39,49,410139,1,1,57,2,52,600,60023,2,2007,25,565,128000,128000,"Management, Business and Financial Operations"
2020,202001,830676,2020000280636,57,2020008306761,39,49,410139,1,4,76,2,15,517,51700,3,9999,1,0,0,999999,NA
2020,202001,830681,2020000280726,88,2020008306811,39,0,140039,1,2,82,1,70,434,43400,2,1971,49,0,43300,0,NA
2020,202001,830682,2020000280838,125,2020008306821,39,35,90239,1,1,125,1,27,438,43800,3,9999,1,1430,68000,68000,"Computer and Mathematical Occupations"
2020,202001,830683,2020000280859,109,2020008306831,39,17,540239,1,2,101,2,74,425,42500,1,9999,74,2600,19200,1000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830687,2020000280972,105,2020008306871,39,0,210039,1,5,104,2,16,453,45300,1,9999,8,0,0,0,NA
2020,202001,830704,2020000281453,254,2020008307041,39,49,410339,1,1,254,1,37,521,52100,3,9999,5,1021,90000,90000,"Computer and Mathematical Occupations"
2020,202001,830704,2020000281453,254,2020008307041,39,49,410339,1,2,189,2,33,521,52100,3,9999,1,0,0,0,NA
2020,202001,830721,2020000281936,87,2020008307211,39,0,100039,1,1,87,2,75,499,49900,2,2008,58,0,12700,0,NA
2020,202001,830763,2020000282961,94,2020008307631,39,35,90339,1,1,94,2,39,465,46530,2,2012,14,3545,48000,48000,"Healthcare Practitioners and Technical Occupations"
2020,202001,830763,2020000282961,94,2020008307631,39,35,90339,1,2,86,1,43,465,46530,2,2012,14,9130,297000,0,"Production, Transportation, and Material Moving Occupations"
2020,202001,830763,2020000282961,94,2020008307631,39,35,90339,1,3,90,1,17,465,46530,2,2012,14,4030,1500,1500,"Service Occupations"
2020,202001,830763,2020000282961,94,2020008307631,39,35,90339,1,5,75,2,68,465,46530,2,2020,7,4230,6000,6000,"Service Occupations"
2020,202001,830765,2020000283079,63,2020008307651,39,0,450039,1,7,73,2,14,500,50000,1,9999,13,0,9999999,999999,NA
2020,202001,830770,2020000283281,83,2020008307701,39,109,440039,1,1,83,2,82,502,50200,2,1984,44,0,12000,0,NA
2020,202001,830789,2020000283862,58,2020008307891,39,49,410339,1,2,63,2,55,150,15000,3,9999,42,2330,29500,25000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,830812,2020000284572,212,2020008308121,39,61,550439,1,2,251,1,26,700,70010,2,2016,22,3930,37700,37700,"Service Occupations"
2020,202001,830822,2020000284838,87,2020008308221,39,153,180139,1,1,87,1,89,515,51500,2,1977,48,3090,18000,0,"Healthcare Practitioners and Technical Occupations"
2020,202001,830822,2020000284838,87,2020008308221,39,153,180139,1,2,116,2,81,515,51500,2,1977,48,3255,30400,0,"Healthcare Practitioners and Technical Occupations"
2020,202001,830828,2020000284949,407,2020008308281,39,35,90139,1,2,400,2,17,465,46510,1,9999,16,5240,3000,3000,"Office and Administrative Support Occupations:"
2020,202001,830828,2020000284949,407,2020008308281,39,35,90139,1,3,455,2,12,521,52100,1,9999,8,0,9999999,999999,NA
2020,202001,830829,2020000284951,298,2020008308291,39,61,550439,1,1,298,1,35,600,60023,3,9999,4,1825,96800,96000,"Computer and Mathematical Occupations"
2020,202001,830833,2020000285041,743,2020008308331,39,113,460339,1,1,743,1,37,200,20000,3,9999,21,9130,80000,80000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830839,2020000285243,151,2020008308391,39,49,411039,1,1,151,2,84,501,50100,2,1959,54,0,11400,0,NA
2020,202001,830841,2020000285259,103,2020008308411,39,0,100039,1,2,108,1,55,410,41000,2,2016,42,9130,65000,65000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830862,2020000285769,246,2020008308621,39,49,410739,1,1,246,1,58,600,60031,2,2010,28,4810,120100,120000,"Sales and Related Occupations:"
2020,202001,830906,2020000287073,80,2020008309061,39,35,90439,1,1,80,2,94,455,45500,2,1950,75,0,12000,0,NA
2020,202001,830910,2020000287163,58,2020008309101,39,57,470039,1,2,59,2,90,453,45300,2,1968,65,0,7300,0,NA
2020,202001,830924,2020000287808,185,2020008309241,39,0,40039,1,1,185,2,81,515,51500,2,1974,46,0,8400,0,NA
2020,202001,830940,2020000288301,121,2020008309401,39,113,460339,1,1,121,2,58,600,60075,3,9999,42,0,6200,0,NA
2020,202001,830942,2020000288334,127,2020008309421,39,49,410639,1,1,127,2,50,600,60053,2,2002,24,0,0,0,NA
2020,202001,830942,2020000288334,127,2020008309421,39,49,410639,1,2,109,1,58,600,60053,3,9999,24,9142,15000,15000,"Production, Transportation, and Material Moving Occupations"
2020,202001,830947,2020000288436,88,2020008309471,39,35,91039,1,1,88,1,49,521,52100,2,2014,25,3090,431700,433000,"Healthcare Practitioners and Technical Occupations"
2020,202001,830947,2020000288436,88,2020008309471,39,35,91039,1,2,120,2,46,521,52100,2,2014,21,3090,130000,130000,"Healthcare Practitioners and Technical Occupations"
2020,202001,830997,2020000289844,107,2020008309971,39,103,190039,1,1,107,1,55,513,51300,2,1989,40,340,45000,45000,"Management, Business and Financial Operations"
2020,202001,830997,2020000289844,107,2020008309971,39,103,190039,1,2,116,2,50,513,51300,2,2000,20,0,0,0,NA
2020,202001,830997,2020000289844,107,2020008309971,39,103,190039,1,3,127,2,86,513,51300,2,2005,20,0,13100,0,NA
2020,202001,830999,2020000289880,82,2020008309991,39,61,550739,1,1,82,2,44,542,54200,2,2018,18,350,90000,90000,"Management, Business and Financial Operations"
2020,202001,831005,2020000290106,124,2020008310051,39,57,470039,1,1,124,1,28,200,20000,3,9999,8,4020,35000,35000,"Service Occupations"
2020,202001,831005,2020000290106,124,2020008310051,39,57,470039,1,2,197,2,41,200,20000,3,9999,17,4110,34000,34000,"Service Occupations"
2020,202001,831005,2020000290106,124,2020008310051,39,57,470039,1,4,118,1,18,200,20000,3,9999,17,0,0,0,NA
2020,202001,831014,2020000290341,67,2020008310141,39,113,460439,1,1,67,1,46,500,50000,2,2012,22,2205,155960,155000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,831014,2020000290341,67,2020008310141,39,113,460439,1,2,91,2,46,500,50000,2,2012,21,0,0,0,NA
2020,202001,831044,2020000291247,182,2020008310441,39,35,90839,1,1,182,1,28,300,30025,3,9999,3,4760,30000,30000,"Sales and Related Occupations:"
2020,202001,831062,2020000291724,114,2020008310621,39,41,400039,1,1,114,1,50,433,43300,2,2018,14,120,47000,47000,"Management, Business and Financial Operations"
2020,202001,831070,2020000291926,57,2020008310701,39,23,430039,1,2,52,2,53,410,41000,3,9999,28,5810,26000,26000,"Office and Administrative Support Occupations:"
2020,202001,831084,2020000292274,211,2020008310841,39,0,420039,1,1,211,2,51,532,53200,2,2017,8,9630,10100,10100,"Production, Transportation, and Material Moving Occupations"
2020,202001,831084,2020000292274,211,2020008310841,39,0,420039,1,2,242,2,23,532,53200,2,2017,8,3421,0,0,"Healthcare Practitioners and Technical Occupations"
2020,202001,831084,2020000292274,211,2020008310841,39,0,420039,1,3,223,1,18,532,53200,2,2018,8,9620,10200,10200,"Production, Transportation, and Material Moving Occupations"
2020,202001,831084,2020000292274,211,2020008310841,39,0,420039,1,4,230,1,14,532,53200,2,2018,8,0,9999999,999999,NA
2020,202001,831119,2020000293283,117,2020008311191,39,49,410339,1,2,114,2,39,461,46100,3,9999,14,3255,38000,38000,"Healthcare Practitioners and Technical Occupations"
2020,202001,831137,2020000293911,52,2020008311371,39,0,10039,1,2,55,2,24,515,51500,3,9999,2,0,0,0,NA
2020,202001,831142,2020000293981,122,2020008311421,39,61,550139,1,1,122,1,65,599,59900,2,1992,30,4200,31700,0,"Service Occupations"
2020,202001,831142,2020000293981,122,2020008311421,39,61,550139,1,2,118,2,65,599,59900,2,1992,30,0,45100,0,NA
2020,202001,831142,2020000293981,122,2020008311421,39,61,550139,1,3,137,2,36,536,53600,2,1992,30,5110,13000,13000,"Office and Administrative Support Occupations:"
2020,202001,831142,2020000293981,122,2020008311421,39,61,550139,1,4,157,2,29,536,53600,2,1992,30,440,12000,12000,"Management, Business and Financial Operations"
2020,202001,831144,2020000294124,73,2020008311441,39,57,470039,1,2,104,2,49,515,51500,2,2000,26,5240,34000,34000,"Office and Administrative Support Occupations:"
2020,202001,831149,2020000294222,230,2020008311491,39,49,410639,1,1,230,1,27,600,60023,2,2005,15,630,50000,50000,"Management, Business and Financial Operations"
2020,202001,831156,2020000294359,63,2020008311561,39,35,90139,1,1,63,2,72,438,43800,2,1983,42,0,3500,0,NA
2020,202001,831156,2020000294359,63,2020008311561,39,35,90139,1,2,65,1,74,300,30045,2,1977,51,2861,12600,0,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,831161,2020000294494,151,2020008311611,39,61,550239,1,1,151,1,33,210,21040,3,9999,6,4020,14800,14800,"Service Occupations"
2020,202001,831161,2020000294494,151,2020008311611,39,61,550239,1,2,147,2,26,210,21040,3,9999,4,4030,0,0,"Service Occupations"
2020,202001,831161,2020000294494,151,2020008311611,39,61,550239,1,4,141,1,17,210,21040,3,9999,2,4140,12000,12000,"Service Occupations"
2020,202001,831164,2020000294585,73,2020008311641,39,35,90439,1,1,73,2,83,515,51500,2,1986,53,0,26000,0,NA
2020,202001,831164,2020000294585,73,2020008311641,39,35,90439,1,2,66,2,82,515,51500,2,1986,52,0,11300,0,NA
2020,202001,831164,2020000294585,73,2020008311641,39,35,90439,1,3,43,1,54,515,51500,2,1986,52,750,44010,44000,"Management, Business and Financial Operations"
